genes	clusters
ENSFALG00000003586	chrN00019:clu_7160_-
ENSFALG00000003629	chrN00019:clu_7163_-
ENSFALG00000003710	chrN00232:clu_25737_+
ENSFALG00000003726	chrN00232:clu_25723_-
ENSFALG00000003759	chrN00042:clu_12419_-
ENSFALG00000003767	chrN00133:clu_21690_-
ENSFALG00000003831	chrN00213:clu_25095_+
ENSFALG00000003927	chrN00005:clu_2183_+
ENSFALG00000003949	chrN00213:clu_25103_+
ENSFALG00000004005	chrN00042:clu_12454_-
ENSFALG00000004216	chrN00020:clu_7400_+
ENSFALG00000004276	chrN00093:clu_19165_+
ENSFALG00000004355	chrN00019:clu_7247_-,chrN00019:clu_7248_-,chrN00019:clu_7250_-
ENSFALG00000004465	chrN00005:clu_2100_-
ENSFALG00000004586	chrN00089:clu_18810_-
ENSFALG00000004742	chrN00166:clu_23271_+
ENSFALG00000004934	chrN00028:clu_9058_-
ENSFALG00000004944	chrN00089:clu_18845_-
ENSFALG00000005021	chrN00017:clu_6435_-
ENSFALG00000005040	chrN00052:clu_14198_-
ENSFALG00000005043	chrN00028:clu_9256_+
ENSFALG00000005098	chrN00015:clu_6024_+
ENSFALG00000005117	chrN00015:clu_6031_+
ENSFALG00000005124	chrN00028:clu_9265_+
ENSFALG00000005150	chrN00089:clu_18764_+
ENSFALG00000005157	chrN00059:clu_15308_+
ENSFALG00000005246	chrN00066:clu_16237_-
ENSFALG00000005300	chrN00015:clu_5857_-,chrN00015:clu_5858_-
ENSFALG00000005312	chrN00089:clu_18872_-
ENSFALG00000005326	chrN00052:clu_14222_-
ENSFALG00000005387	chrN00024:clu_8150_+
ENSFALG00000005422	chrN00052:clu_14014_+
ENSFALG00000005439	chrN00070:clu_16809_-
ENSFALG00000005491	chrN00064:clu_15916_-
ENSFALG00000005584	chrN00015:clu_6055_+
ENSFALG00000005639	chrN00099:clu_19648_-
ENSFALG00000005654	chrN00024:clu_8181_+
ENSFALG00000005734	chrN00049:clu_13504_+
ENSFALG00000005752	chrN00073:clu_17171_+
ENSFALG00000006002	chrN00073:clu_17192_+
ENSFALG00000006053	chrN00064:clu_15949_-
ENSFALG00000006077	chrN00073:clu_17165_-,chrN00073:clu_17167_-
ENSFALG00000006112	chrN00052:clu_14301_-
ENSFALG00000006173	chrN00010:clu_4058_-
ENSFALG00000006217	chrN00051:clu_13944_+
ENSFALG00000006283	chrN00052:clu_14080_+
ENSFALG00000006356	chrN00104:clu_19977_-
ENSFALG00000006406	chrN00064:clu_15902_+
ENSFALG00000006475	chrN00104:clu_20042_+
ENSFALG00000006592	chrN00004:clu_1737_-
ENSFALG00000006671	chrN00052:clu_14125_+
ENSFALG00000006741	chrN00159:clu_22840_-
ENSFALG00000006783	chrN00091:clu_19006_-
ENSFALG00000006839	chrN00004:clu_1769_-
ENSFALG00000006847	chrN00004:clu_1563_+
ENSFALG00000006922	chrN00007:clu_3066_+
ENSFALG00000006928	chrN00007:clu_3068_+
ENSFALG00000006938	chrN00006:clu_2330_-
ENSFALG00000006954	chrN00004:clu_1797_-
ENSFALG00000006962	chrN00007:clu_2870_-
ENSFALG00000006976	chrN00085:clu_18338_+
ENSFALG00000007095	chrN00006:clu_2635_+
ENSFALG00000007110	chrN00025:clu_8446_-
ENSFALG00000007122	chrN00004:clu_1631_+
ENSFALG00000007195	chrN00012:clu_4911_+
ENSFALG00000007274	chrN00007:clu_2921_-
ENSFALG00000007406	chrN00006:clu_2400_-
ENSFALG00000007530	chrN00116:clu_20752_-
ENSFALG00000007540	chrN00025:clu_8508_-
ENSFALG00000007570	chrN00006:clu_2416_-
ENSFALG00000007591	chrN00012:clu_4568_-
ENSFALG00000007626	chrN00038:clu_11346_-
ENSFALG00000007689	chrN00043:clu_12626_+
ENSFALG00000007935	chrN00012:clu_5038_+
ENSFALG00000007942	chrN00140:clu_22013_+
ENSFALG00000008036	chrN00023:clu_8037_-
ENSFALG00000008063	chrN00007:clu_3205_+
ENSFALG00000008149	chrN00012:clu_5055_+
ENSFALG00000008198	chrN00190:clu_24204_+
ENSFALG00000008230	chrN00007:clu_3218_+
ENSFALG00000008242	chrN00103:clu_19927_-
ENSFALG00000008273	chrN00012:clu_4671_-
ENSFALG00000008284	chrN00007:clu_2994_-
ENSFALG00000008404	chrN00045:clu_12824_-
ENSFALG00000008500	chrN00190:clu_24229_+
ENSFALG00000008569	chrN00006:clu_2784_+
ENSFALG00000008572	chrN00023:clu_8015_+
ENSFALG00000008585	chrN00057:clu_15168_+
ENSFALG00000008692	chrN00032:clu_9973_+
ENSFALG00000008753	chrN00038:clu_11451_-
ENSFALG00000008884	chrN00058:clu_15231_+,chrN00058:clu_15232_+
ENSFALG00000008937	chrN00038:clu_11599_+
ENSFALG00000008967	chrN00195:clu_24449_-
ENSFALG00000008979	chrN00058:clu_15278_-
ENSFALG00000009076	chrN00119:clu_20964_-
ENSFALG00000009078	chrN00107:clu_20164_+
ENSFALG00000009092	chrN00003:clu_1360_-
ENSFALG00000009189	chrN00012:clu_4778_-
ENSFALG00000009267	chrN00008:clu_3495_+
ENSFALG00000009363	chrN00189:clu_24098_+
ENSFALG00000009429	chrN00189:clu_24115_+
ENSFALG00000009507	chrN00008:clu_3524_+
ENSFALG00000009547	chrN00189:clu_24151_-
ENSFALG00000009567	chrN00056:clu_14797_-
ENSFALG00000009619	chrN00249:clu_26153_+
ENSFALG00000009638	chrN00034:clu_10483_+
ENSFALG00000009688	chrN00192:clu_24368_-
ENSFALG00000009702	chrN00132:clu_21608_-
ENSFALG00000009723	chrN00008:clu_3390_-
ENSFALG00000009749	chrN00003:clu_1449_-,chrN00003:clu_1453_-
ENSFALG00000009834	chrN00056:clu_14943_+
ENSFALG00000009837	chrN00237:clu_25874_-
ENSFALG00000010127	chrN00002:clu_878_+
ENSFALG00000010138	chrN00037:clu_11288_-
ENSFALG00000010151	chrN00037:clu_11291_-
ENSFALG00000010222	chrN00030:clu_9549_+
ENSFALG00000010257	chrN00030:clu_9682_-,chrN00030:clu_9687_-
ENSFALG00000010563	chrN00030:clu_9585_+
ENSFALG00000010603	chrN00139:clu_21917_-
ENSFALG00000010609	chrN00139:clu_21952_+
ENSFALG00000010784	chrN00063:clu_15777_-
ENSFALG00000010814	chrN00063:clu_15779_-
ENSFALG00000010858	chrN00018:clu_6825_+
ENSFALG00000011038	chrN00105:clu_20083_-
ENSFALG00000011040	chrN00105:clu_20061_+
ENSFALG00000011055	chrN00411:clu_27873_-
ENSFALG00000011337	chrN00106:clu_20119_-
ENSFALG00000011425	chrN00031:clu_9757_-
ENSFALG00000011510	chrN00145:clu_22243_-
ENSFALG00000011549	chrN00033:clu_10304_-
ENSFALG00000011650	chrN00001:clu_328_-
ENSFALG00000011753	chrN00001:clu_76_+
ENSFALG00000011813	chrN00108:clu_20224_-
ENSFALG00000011817	chrN00001:clu_338_-
ENSFALG00000011884	chrN00123:clu_21157_+
ENSFALG00000011969	chrN00162:clu_23063_+
ENSFALG00000012103	chrN00001:clu_375_-
ENSFALG00000012126	chrN00047:clu_13342_+
ENSFALG00000012146	chrN00033:clu_10193_+
ENSFALG00000012285	chrN00033:clu_10367_-
ENSFALG00000012292	chrN00067:clu_16354_+
ENSFALG00000012386	chrN00011:clu_4368_-
ENSFALG00000012442	chrN00113:clu_20593_-
ENSFALG00000012498	chrN00160:clu_22911_+
ENSFALG00000012619	chrN00021:clu_7632_-
ENSFALG00000012764	chrN00021:clu_7487_+
ENSFALG00000012853	chrN00067:clu_16320_-
ENSFALG00000012964	chrN00135:clu_21746_+
ENSFALG00000013112	chrN00086:clu_18438_-
ENSFALG00000013166	chrN00009:clu_3656_-
ENSFALG00000013274	chrN00016:clu_6192_+
ENSFALG00000013283	chrN00021:clu_7709_-
ENSFALG00000013486	chrN00001:clu_512_-
ENSFALG00000013546	chrN00100:clu_19665_+
ENSFALG00000013563	chrN00092:clu_19015_-
ENSFALG00000013580	chrN00001:clu_532_-
ENSFALG00000013597	chrN00092:clu_19078_+
ENSFALG00000013600	chrN00001:clu_536_-
ENSFALG00000013616	chrN00092:clu_19084_+
ENSFALG00000013724	chrN00016:clu_6233_+
ENSFALG00000013749	chrN00114:clu_20625_-
ENSFALG00000013782	chrN00016:clu_6255_+
ENSFALG00000013844	chrN00036:clu_10973_+
ENSFALG00000013847	chrN00036:clu_10779_-
ENSFALG00000013928	chrN00118:clu_20927_+
ENSFALG00000013978	chrN00036:clu_10824_-
ENSFALG00000014031	chrN00036:clu_10870_-
ENSFALG00000014068	chrN00036:clu_11090_+
ENSFALG00000021806	chrN00030:clu_9682_-
ENSFALG00000022723	chrN00030:clu_9633_-
ENSFALG00000023018	chrN00075:clu_17578_+
ENSFALG00000023038	chrN00171:clu_23575_+
ENSFALG00000023125	chrN00018:clu_6747_-
ENSFALG00000023242	chrN00004:clu_1545_+
ENSFALG00000023348	chrN00010:clu_3877_+
ENSFALG00000023422	chrN00064:clu_15965_-
ENSFALG00000023566	chrN00021:clu_7709_-
ENSFALG00000023600	chrN00302:clu_27048_+
ENSFALG00000023619	chrN00074:clu_17329_-
ENSFALG00000023837	chrN00152:clu_22536_-
ENSFALG00000024033	chrN00234:clu_25814_-
ENSFALG00000024069	chrN00187:clu_23983_+
ENSFALG00000024075	chrN00024:clu_8332_-
ENSFALG00000024288	chrN00171:clu_23554_+
ENSFALG00000024297	chrN00086:clu_18451_-
ENSFALG00000024418	chrN00042:clu_12414_+
ENSFALG00000024481	chrN00076:clu_17604_-
ENSFALG00000024548	chrN00169:clu_23435_-
ENSFALG00000024574	chrN00283:clu_26763_-
ENSFALG00000024685	chrN00025:clu_8446_-
ENSFALG00000024732	chrN00049:clu_13646_-
ENSFALG00000024799	chrN00025:clu_8378_-
ENSFALG00000024923	chrN00227:clu_25476_+
ENSFALG00000025145	chrN00235:clu_25829_+
ENSFALG00000025214	chrN00158:clu_22805_-
ENSFALG00000025250	chrN00105:clu_20068_-
ENSFALG00000025252	chrN00025:clu_8446_-
ENSFALG00000025342	chrN00049:clu_13482_+
ENSFALG00000025454	chrN00218:clu_25261_+
ENSFALG00000025487	chrN00052:clu_14328_-
ENSFALG00000025489	chrN00154:clu_22620_-
ENSFALG00000025511	chrN00095:clu_19378_+
ENSFALG00000025596	chrN00205:clu_24855_-
ENSFALG00000025745	chrN00157:clu_22752_+
ENSFALG00000025850	chrN00025:clu_8446_-
ENSFALG00000026244	chrN00049:clu_13567_-
ENSFALG00000026400	chrN00001:clu_328_-
ENSFALG00000026513	chrN00127:clu_21349_+
ENSFALG00000026515	chrN00231:clu_25661_-
ENSFALG00000026568	chrN00191:clu_24328_+
ENSFALG00000026640	chrN00019:clu_7247_-,chrN00019:clu_7248_-,chrN00019:clu_7250_-
ENSFALG00000026713	chrN00009:clu_3648_-
ENSFALG00000027165	chrN00012:clu_4913_+
ENSFALG00000027235	chrN00190:clu_24212_+
ENSFALG00000027325	chrN00213:clu_25112_+
ENSFALG00000027445	chrN00059:clu_15309_+
ENSFALG00000027477	chrN00077:clu_17738_-
ENSFALG00000027583	chrN00146:clu_22329_-
ENSFALG00000027775	chrN00053:clu_14411_-
ENSFALG00000028087	chrN00006:clu_2391_-
ENSFALG00000028158	chrN00061:clu_15483_-
ENSFALG00000028166	chrN00009:clu_3845_+
ENSFALG00000028204	chrN00036:clu_10771_-
ENSFALG00000028278	chrN00006:clu_2727_+
ENSFALG00000028339	chrN00012:clu_5038_+
ENSFALG00000028818	chrN00045:clu_12898_+
ENSFALG00000028829	chrN00039:clu_11662_-
ENSFALG00000029013	chrN00133:clu_21649_+
ENSFALG00000029026	chrN00009:clu_3643_-
