cluster	genes
chrN00001:clu_189_+	ENSFALG00000012991
chrN00001:clu_19_+	ENSFALG00000011057
chrN00001:clu_191_+	ENSFALG00000012991
chrN00001:clu_195_+	ENSFALG00000013082
chrN00001:clu_196_+	ENSFALG00000013082
chrN00001:clu_198_+	ENSFALG00000013096
chrN00001:clu_199_+	ENSFALG00000013099
chrN00001:clu_2_+	ENSFALG00000010794
chrN00001:clu_20_+	ENSFALG00000022865
chrN00001:clu_200_+	ENSFALG00000013099
chrN00001:clu_201_+	ENSFALG00000013099
chrN00001:clu_202_+	ENSFALG00000013099
chrN00001:clu_203_+	ENSFALG00000013099
chrN00001:clu_204_+	ENSFALG00000013099
chrN00001:clu_205_+	ENSFALG00000013099
chrN00001:clu_206_+	NA
chrN00001:clu_207_+	NA
chrN00001:clu_210_+	NA
chrN00001:clu_216_+	ENSFALG00000013124
chrN00001:clu_217_+	NA
chrN00001:clu_218_+	NA
chrN00001:clu_219_+	ENSFALG00000024929
chrN00001:clu_22_+	ENSFALG00000022865
chrN00001:clu_223_+	ENSFALG00000013475
chrN00001:clu_224_+	ENSFALG00000013475
chrN00001:clu_225_+	ENSFALG00000013502
chrN00001:clu_226_+	ENSFALG00000013502
chrN00001:clu_227_+	ENSFALG00000013506
chrN00001:clu_23_+	NA
chrN00001:clu_234_+	ENSFALG00000013515
chrN00001:clu_235_+	ENSFALG00000013515
chrN00001:clu_236_+	ENSFALG00000013548
chrN00001:clu_238_+	ENSFALG00000013548
chrN00001:clu_240_+	NA
chrN00001:clu_243_+	NA
chrN00001:clu_247_+	ENSFALG00000013592
chrN00001:clu_248_+	ENSFALG00000013592
chrN00001:clu_249_+	NA
chrN00001:clu_25_+	NA
chrN00001:clu_250_+	NA
chrN00001:clu_254_-	NA
chrN00001:clu_257_-	ENSFALG00000010760,ENSFALG00000026666
chrN00001:clu_26_+	ENSFALG00000011201
chrN00001:clu_263_-	ENSFALG00000010846
chrN00001:clu_266_-	ENSFALG00000010846
chrN00001:clu_268_-	ENSFALG00000010853
chrN00001:clu_269_-	ENSFALG00000010853
chrN00001:clu_27_+	ENSFALG00000011201
chrN00001:clu_270_-	ENSFALG00000010875
chrN00001:clu_274_-	ENSFALG00000010959
chrN00001:clu_275_-	ENSFALG00000010959
chrN00001:clu_277_-	ENSFALG00000010959
chrN00001:clu_278_-	ENSFALG00000010965
chrN00001:clu_28_+	NA
chrN00001:clu_280_-	ENSFALG00000010975
chrN00001:clu_281_-	ENSFALG00000010977
chrN00001:clu_282_-	ENSFALG00000010983
chrN00001:clu_285_-	ENSFALG00000011050
chrN00001:clu_286_-	ENSFALG00000011117
chrN00001:clu_289_-	ENSFALG00000011168
chrN00001:clu_291_-	ENSFALG00000011225
chrN00001:clu_294_-	ENSFALG00000011270
chrN00001:clu_295_-	ENSFALG00000011270
chrN00001:clu_296_-	ENSFALG00000011270
chrN00001:clu_297_-	ENSFALG00000011270
chrN00001:clu_298_-	ENSFALG00000011270
chrN00001:clu_300_-	ENSFALG00000011270
chrN00001:clu_302_-	ENSFALG00000011270
chrN00001:clu_304_-	ENSFALG00000018764
chrN00001:clu_305_-	ENSFALG00000026618
chrN00001:clu_306_-	ENSFALG00000026618
chrN00001:clu_307_-	ENSFALG00000026618
chrN00001:clu_308_-	ENSFALG00000026618
chrN00001:clu_309_-	ENSFALG00000026618
chrN00001:clu_31_+	NA
chrN00001:clu_310_-	NA
chrN00001:clu_313_-	ENSFALG00000011450
chrN00001:clu_314_-	NA
chrN00001:clu_316_-	ENSFALG00000011511
chrN00001:clu_317_-	ENSFALG00000011531
chrN00001:clu_325_-	ENSFALG00000011531
chrN00001:clu_327_-	ENSFALG00000011606
chrN00001:clu_33_+	ENSFALG00000011393
chrN00001:clu_331_-	NA
chrN00001:clu_333_-	NA
chrN00001:clu_339_-	ENSFALG00000011817
chrN00001:clu_340_-	ENSFALG00000011817
chrN00001:clu_344_-	ENSFALG00000011830
chrN00001:clu_345_-	ENSFALG00000011830
chrN00001:clu_346_-	ENSFALG00000011874
chrN00001:clu_347_-	ENSFALG00000011887
chrN00001:clu_349_-	ENSFALG00000011892
chrN00001:clu_35_+	NA
chrN00001:clu_350_-	ENSFALG00000011892
chrN00001:clu_353_-	ENSFALG00000011898
chrN00001:clu_354_-	ENSFALG00000011898
chrN00001:clu_355_-	ENSFALG00000011898
chrN00001:clu_356_-	NA
chrN00001:clu_357_-	ENSFALG00000011949
chrN00001:clu_358_-	ENSFALG00000011949
chrN00001:clu_359_-	ENSFALG00000011949
chrN00001:clu_36_+	NA
chrN00001:clu_360_-	ENSFALG00000011949
chrN00001:clu_361_-	NA
chrN00001:clu_362_-	ENSFALG00000011977
chrN00001:clu_363_-	ENSFALG00000011977
chrN00001:clu_364_-	ENSFALG00000011977
chrN00001:clu_365_-	ENSFALG00000011999
chrN00001:clu_367_-	NA
chrN00001:clu_368_-	ENSFALG00000012081
chrN00001:clu_369_-	ENSFALG00000012081
chrN00001:clu_37_+	NA
chrN00001:clu_370_-	ENSFALG00000012081
chrN00001:clu_371_-	ENSFALG00000012081
chrN00001:clu_373_-	NA
chrN00001:clu_374_-	ENSFALG00000012103
chrN00001:clu_376_-	ENSFALG00000012149
chrN00001:clu_377_-	ENSFALG00000012149
chrN00001:clu_378_-	ENSFALG00000012149
chrN00001:clu_38_+	NA
chrN00001:clu_380_-	ENSFALG00000012161
chrN00001:clu_381_-	NA
chrN00001:clu_384_-	ENSFALG00000012263
chrN00001:clu_388_-	ENSFALG00000012360
chrN00001:clu_393_-	ENSFALG00000012360
chrN00001:clu_394_-	ENSFALG00000012360
chrN00001:clu_396_-	ENSFALG00000012360
chrN00001:clu_402_-	ENSFALG00000012403
chrN00001:clu_406_-	ENSFALG00000023934
chrN00001:clu_407_-	ENSFALG00000023934
chrN00001:clu_41_+	ENSFALG00000011436
chrN00001:clu_410_-	NA
chrN00001:clu_412_-	ENSFALG00000012595
chrN00001:clu_419_-	ENSFALG00000012595
chrN00001:clu_420_-	NA
chrN00001:clu_421_-	ENSFALG00000027244
chrN00001:clu_422_-	ENSFALG00000012681
chrN00001:clu_423_-	ENSFALG00000012681
chrN00001:clu_425_-	ENSFALG00000012690
chrN00001:clu_428_-	ENSFALG00000012690
chrN00001:clu_429_-	ENSFALG00000023436
chrN00001:clu_43_+	ENSFALG00000028310
chrN00001:clu_431_-	ENSFALG00000012736
chrN00001:clu_433_-	ENSFALG00000012736
chrN00001:clu_437_-	ENSFALG00000023407
chrN00001:clu_438_-	ENSFALG00000023407
chrN00001:clu_439_-	NA
chrN00001:clu_44_+	ENSFALG00000028310
chrN00001:clu_440_-	ENSFALG00000023472
chrN00001:clu_441_-	ENSFALG00000023472
chrN00001:clu_442_-	NA
chrN00001:clu_445_-	ENSFALG00000012829
chrN00001:clu_446_-	ENSFALG00000012829
chrN00001:clu_45_+	ENSFALG00000028310
chrN00001:clu_453_-	NA
chrN00001:clu_456_-	ENSFALG00000012884
chrN00001:clu_457_-	NA
chrN00001:clu_458_-	ENSFALG00000012925
chrN00001:clu_459_-	ENSFALG00000012925
chrN00001:clu_462_-	NA
chrN00001:clu_463_-	NA
chrN00001:clu_464_-	ENSFALG00000013057
chrN00001:clu_465_-	ENSFALG00000013061
chrN00001:clu_47_+	ENSFALG00000028310
chrN00001:clu_470_-	NA
chrN00001:clu_471_-	NA
chrN00001:clu_473_-	NA
chrN00001:clu_474_-	NA
chrN00001:clu_475_-	NA
chrN00001:clu_476_-	NA
chrN00001:clu_477_-	NA
chrN00001:clu_478_-	NA
chrN00001:clu_479_-	NA
chrN00001:clu_48_+	ENSFALG00000011469
chrN00001:clu_480_-	NA
chrN00001:clu_481_-	ENSFALG00000013141
chrN00001:clu_482_-	ENSFALG00000013141
chrN00001:clu_483_-	ENSFALG00000013141
chrN00001:clu_484_-	ENSFALG00000013141
chrN00001:clu_485_-	ENSFALG00000024531
chrN00001:clu_486_-	NA
chrN00001:clu_487_-	NA
chrN00001:clu_492_-	ENSFALG00000013270
chrN00001:clu_494_-	ENSFALG00000013270
chrN00001:clu_495_-	ENSFALG00000013270
chrN00001:clu_498_-	ENSFALG00000013270
chrN00001:clu_50_+	ENSFALG00000011469
chrN00001:clu_500_-	ENSFALG00000013270
chrN00001:clu_501_-	ENSFALG00000013270
chrN00001:clu_502_-	ENSFALG00000013270
chrN00001:clu_503_-	ENSFALG00000013270
chrN00001:clu_509_-	ENSFALG00000013451
chrN00001:clu_51_+	ENSFALG00000011469
chrN00001:clu_510_-	NA
chrN00001:clu_515_-	ENSFALG00000027378
chrN00001:clu_516_-	ENSFALG00000027378
chrN00001:clu_517_-	ENSFALG00000027378
chrN00001:clu_519_-	ENSFALG00000013498
chrN00001:clu_520_-	ENSFALG00000013498
chrN00001:clu_521_-	ENSFALG00000013532
chrN00001:clu_525_-	ENSFALG00000013532
chrN00001:clu_527_-	ENSFALG00000013532,ENSFALG00000013542
chrN00001:clu_529_-	NA
chrN00001:clu_530_-	ENSFALG00000026548
chrN00001:clu_537_-	NA
chrN00001:clu_538_-	NA
chrN00001:clu_54_+	ENSFALG00000011469
chrN00001:clu_56_+	ENSFALG00000011477
chrN00001:clu_57_+	NA
chrN00001:clu_58_+	ENSFALG00000024704
chrN00001:clu_6_+	ENSFALG00000010838
chrN00001:clu_62_+	NA
chrN00001:clu_64_+	NA
chrN00001:clu_65_+	NA
chrN00001:clu_66_+	ENSFALG00000011562
chrN00001:clu_67_+	ENSFALG00000011562
chrN00001:clu_68_+	ENSFALG00000011562
chrN00001:clu_69_+	ENSFALG00000011562
chrN00001:clu_7_+	ENSFALG00000010838
chrN00001:clu_70_+	ENSFALG00000011622
chrN00001:clu_71_+	NA
chrN00001:clu_72_+	ENSFALG00000011697
chrN00001:clu_74_+	ENSFALG00000011697
chrN00001:clu_76_+	ENSFALG00000011753
chrN00001:clu_77_+	ENSFALG00000011753
chrN00001:clu_78_+	ENSFALG00000011753
chrN00001:clu_79_+	ENSFALG00000011753
chrN00001:clu_8_+	NA
chrN00001:clu_81_+	ENSFALG00000011864
chrN00001:clu_82_+	ENSFALG00000011864
chrN00001:clu_83_+	NA
chrN00001:clu_84_+	NA
chrN00001:clu_85_+	NA
chrN00001:clu_86_+	ENSFALG00000011959
chrN00001:clu_87_+	ENSFALG00000011959
chrN00001:clu_88_+	ENSFALG00000011959
chrN00001:clu_89_+	ENSFALG00000011959
chrN00001:clu_90_+	NA
chrN00001:clu_91_+	ENSFALG00000012096
chrN00001:clu_93_+	ENSFALG00000012108
chrN00001:clu_94_+	NA
chrN00001:clu_95_+	ENSFALG00000012135
chrN00001:clu_96_+	ENSFALG00000026300
chrN00002:clu_1001_+	ENSFALG00000011054
chrN00002:clu_1002_+	ENSFALG00000011054
chrN00002:clu_1003_+	ENSFALG00000011082
chrN00002:clu_1004_+	ENSFALG00000011082
chrN00002:clu_1005_+	ENSFALG00000011082
chrN00002:clu_1006_+	ENSFALG00000011082
chrN00002:clu_1007_+	ENSFALG00000011087
chrN00002:clu_1008_+	ENSFALG00000011097
chrN00002:clu_1011_+	NA
chrN00002:clu_1012_+	ENSFALG00000011135
chrN00002:clu_1014_+	NA
chrN00002:clu_1017_+	NA
chrN00002:clu_1018_+	ENSFALG00000011317
chrN00002:clu_1020_+	ENSFALG00000026627
chrN00002:clu_1021_+	ENSFALG00000026627
chrN00002:clu_1022_+	ENSFALG00000023590
chrN00002:clu_1023_+	ENSFALG00000023590
chrN00002:clu_1025_+	ENSFALG00000011466
chrN00002:clu_1026_+	NA
chrN00002:clu_1028_+	ENSFALG00000011483
chrN00002:clu_1031_+	NA
chrN00002:clu_1032_+	NA
chrN00002:clu_1033_+	ENSFALG00000011588
chrN00002:clu_1034_+	ENSFALG00000011588
chrN00002:clu_1035_+	ENSFALG00000011588
chrN00002:clu_1037_+	NA
chrN00002:clu_1038_+	ENSFALG00000011596
chrN00002:clu_1040_+	ENSFALG00000026201,ENSFALG00000027622
chrN00002:clu_1041_+	ENSFALG00000027622
chrN00002:clu_1047_+	ENSFALG00000027600
chrN00002:clu_1048_+	ENSFALG00000011648
chrN00002:clu_1051_+	ENSFALG00000011651
chrN00002:clu_1053_+	NA
chrN00002:clu_1054_+	ENSFALG00000011675
chrN00002:clu_1055_+	NA
chrN00002:clu_1056_+	NA
chrN00002:clu_1057_+	ENSFALG00000027411
chrN00002:clu_1058_+	ENSFALG00000011747
chrN00002:clu_1060_+	NA
chrN00002:clu_1061_+	ENSFALG00000011782
chrN00002:clu_1062_+	ENSFALG00000011952
chrN00002:clu_1063_+	ENSFALG00000025716,ENSFALG00000011965
chrN00002:clu_1064_+	NA
chrN00002:clu_1065_+	NA
chrN00002:clu_1066_+	NA
chrN00002:clu_1068_+	ENSFALG00000011980
chrN00002:clu_1069_+	ENSFALG00000011980
chrN00002:clu_1071_+	NA
chrN00002:clu_1072_+	ENSFALG00000027046
chrN00002:clu_1073_+	ENSFALG00000027046
chrN00002:clu_1074_+	ENSFALG00000027046
chrN00002:clu_1076_+	ENSFALG00000026521
chrN00002:clu_1078_+	NA
chrN00002:clu_1080_+	NA
chrN00002:clu_1081_+	NA
chrN00002:clu_1082_+	ENSFALG00000012365
chrN00002:clu_1085_+	ENSFALG00000012385
chrN00002:clu_1091_+	NA
chrN00002:clu_1092_+	NA
chrN00002:clu_1093_+	ENSFALG00000012518
chrN00002:clu_1094_+	ENSFALG00000012518
chrN00002:clu_1095_+	ENSFALG00000012560
chrN00002:clu_1102_+	NA
chrN00002:clu_1103_+	ENSFALG00000024350
chrN00002:clu_1104_+	ENSFALG00000024350
chrN00002:clu_1105_+	ENSFALG00000012782
chrN00002:clu_1107_+	NA
chrN00002:clu_1108_+	NA
chrN00002:clu_1109_+	NA
chrN00002:clu_1110_+	ENSFALG00000012926
chrN00002:clu_1111_+	ENSFALG00000012926
chrN00002:clu_1112_+	ENSFALG00000012926
chrN00002:clu_1113_+	ENSFALG00000012956
chrN00002:clu_1114_+	NA
chrN00002:clu_1115_+	NA
chrN00002:clu_1119_+	ENSFALG00000028015
chrN00002:clu_1120_+	ENSFALG00000013048
chrN00002:clu_1122_+	ENSFALG00000028015
chrN00002:clu_1130_+	ENSFALG00000023136
chrN00002:clu_1133_+	ENSFALG00000013048
chrN00002:clu_1140_+	ENSFALG00000013111
chrN00002:clu_1141_+	ENSFALG00000013121
chrN00002:clu_1142_+	ENSFALG00000013121
chrN00002:clu_1143_+	NA
chrN00002:clu_1144_+	NA
chrN00002:clu_1147_+	ENSFALG00000013252
chrN00002:clu_1148_+	ENSFALG00000013252
chrN00002:clu_1150_+	NA
chrN00002:clu_1151_+	NA
chrN00002:clu_1152_+	ENSFALG00000013273
chrN00002:clu_1153_+	ENSFALG00000013273
chrN00002:clu_1156_+	ENSFALG00000013334
chrN00002:clu_1158_+	ENSFALG00000013342
chrN00002:clu_1159_+	ENSFALG00000015234
chrN00002:clu_1161_+	NA
chrN00002:clu_1162_+	NA
chrN00002:clu_542_-	ENSFALG00000027933
chrN00002:clu_543_-	ENSFALG00000027933
chrN00002:clu_546_-	ENSFALG00000009967
chrN00002:clu_550_-	ENSFALG00000010045
chrN00002:clu_551_-	ENSFALG00000010045
chrN00002:clu_554_-	ENSFALG00000010095
chrN00002:clu_555_-	NA
chrN00002:clu_556_-	ENSFALG00000010144
chrN00002:clu_557_-	NA
chrN00002:clu_558_-	ENSFALG00000010260
chrN00002:clu_559_-	ENSFALG00000010260
chrN00002:clu_560_-	ENSFALG00000010260
chrN00002:clu_562_-	ENSFALG00000010260
chrN00002:clu_563_-	ENSFALG00000010260
chrN00002:clu_565_-	ENSFALG00000010278
chrN00002:clu_566_-	ENSFALG00000010320
chrN00002:clu_567_-	ENSFALG00000010320
chrN00002:clu_568_-	ENSFALG00000010320
chrN00002:clu_575_-	NA
chrN00002:clu_576_-	NA
chrN00002:clu_579_-	NA
chrN00002:clu_580_-	NA
chrN00002:clu_581_-	NA
chrN00002:clu_585_-	ENSFALG00000010403
chrN00002:clu_586_-	ENSFALG00000010404
chrN00002:clu_587_-	ENSFALG00000010404
chrN00002:clu_588_-	ENSFALG00000010404
chrN00002:clu_591_-	ENSFALG00000010404
chrN00002:clu_592_-	ENSFALG00000010426
chrN00002:clu_593_-	NA
chrN00002:clu_594_-	ENSFALG00000010487
chrN00002:clu_610_-	ENSFALG00000027104
chrN00002:clu_611_-	NA
chrN00002:clu_612_-	ENSFALG00000010559
chrN00002:clu_613_-	ENSFALG00000010559
chrN00002:clu_614_-	ENSFALG00000010559
chrN00002:clu_615_-	ENSFALG00000010610
chrN00002:clu_618_-	ENSFALG00000010610
chrN00002:clu_619_-	NA
chrN00002:clu_620_-	NA
chrN00002:clu_621_-	NA
chrN00002:clu_623_-	ENSFALG00000010636
chrN00002:clu_624_-	ENSFALG00000010636
chrN00002:clu_625_-	ENSFALG00000010636
chrN00002:clu_627_-	ENSFALG00000010638
chrN00002:clu_632_-	ENSFALG00000010681
chrN00002:clu_633_-	NA
chrN00002:clu_634_-	NA
chrN00002:clu_635_-	NA
chrN00002:clu_636_-	NA
chrN00002:clu_637_-	ENSFALG00000027396
chrN00002:clu_638_-	ENSFALG00000027396
chrN00002:clu_639_-	NA
chrN00002:clu_640_-	NA
chrN00002:clu_641_-	NA
chrN00002:clu_642_-	ENSFALG00000010746
chrN00002:clu_643_-	ENSFALG00000010746
chrN00002:clu_644_-	ENSFALG00000010746
chrN00002:clu_645_-	ENSFALG00000010746
chrN00002:clu_646_-	ENSFALG00000010746
chrN00002:clu_648_-	ENSFALG00000010759
chrN00002:clu_652_-	ENSFALG00000010759
chrN00002:clu_654_-	ENSFALG00000010763
chrN00002:clu_655_-	ENSFALG00000010763
chrN00002:clu_657_-	ENSFALG00000010763
chrN00002:clu_658_-	ENSFALG00000010789
chrN00002:clu_659_-	ENSFALG00000010789
chrN00002:clu_660_-	ENSFALG00000010789
chrN00002:clu_661_-	ENSFALG00000027973
chrN00002:clu_662_-	ENSFALG00000010866
chrN00002:clu_663_-	ENSFALG00000010866
chrN00002:clu_665_-	ENSFALG00000010866
chrN00002:clu_666_-	NA
chrN00002:clu_669_-	ENSFALG00000010898
chrN00002:clu_672_-	ENSFALG00000010992
chrN00002:clu_679_-	ENSFALG00000011002
chrN00002:clu_680_-	ENSFALG00000011002
chrN00002:clu_681_-	ENSFALG00000011002
chrN00002:clu_682_-	ENSFALG00000011002
chrN00002:clu_683_-	ENSFALG00000011002
chrN00002:clu_686_-	ENSFALG00000011011
chrN00002:clu_690_-	ENSFALG00000011024
chrN00002:clu_691_-	ENSFALG00000011124
chrN00002:clu_693_-	ENSFALG00000011279
chrN00002:clu_694_-	ENSFALG00000011279
chrN00002:clu_695_-	NA
chrN00002:clu_697_-	NA
chrN00002:clu_698_-	NA
chrN00002:clu_699_-	NA
chrN00002:clu_702_-	ENSFALG00000024132
chrN00002:clu_703_-	ENSFALG00000011468
chrN00002:clu_704_-	ENSFALG00000011495
chrN00002:clu_705_-	ENSFALG00000011495
chrN00002:clu_706_-	ENSFALG00000011542
chrN00002:clu_707_-	ENSFALG00000011542
chrN00002:clu_708_-	ENSFALG00000011542
chrN00002:clu_709_-	ENSFALG00000011542
chrN00002:clu_710_-	NA
chrN00002:clu_711_-	NA
chrN00002:clu_712_-	ENSFALG00000011639
chrN00002:clu_715_-	ENSFALG00000011639
chrN00002:clu_716_-	NA
chrN00002:clu_717_-	ENSFALG00000011733
chrN00002:clu_722_-	NA
chrN00002:clu_725_-	ENSFALG00000011957
chrN00002:clu_727_-	ENSFALG00000011819
chrN00002:clu_728_-	ENSFALG00000011849
chrN00002:clu_729_-	ENSFALG00000011849
chrN00002:clu_731_-	ENSFALG00000011908
chrN00002:clu_733_-	ENSFALG00000011908
chrN00002:clu_734_-	NA
chrN00002:clu_735_-	ENSFALG00000011950
chrN00002:clu_736_-	ENSFALG00000011957
chrN00002:clu_737_-	ENSFALG00000011957
chrN00002:clu_739_-	ENSFALG00000011957
chrN00002:clu_740_-	ENSFALG00000011957
chrN00002:clu_742_-	ENSFALG00000011968
chrN00002:clu_743_-	ENSFALG00000011968
chrN00002:clu_746_-	ENSFALG00000011968
chrN00002:clu_748_-	ENSFALG00000011968
chrN00002:clu_755_-	ENSFALG00000012148
chrN00002:clu_758_-	ENSFALG00000012195
chrN00002:clu_762_-	ENSFALG00000012195
chrN00002:clu_769_-	ENSFALG00000012344
chrN00002:clu_772_-	ENSFALG00000012501
chrN00002:clu_773_-	ENSFALG00000012501
chrN00002:clu_774_-	ENSFALG00000012698
chrN00002:clu_775_-	ENSFALG00000012698
chrN00002:clu_776_-	NA
chrN00002:clu_778_-	ENSFALG00000012768
chrN00002:clu_780_-	ENSFALG00000012768
chrN00002:clu_781_-	ENSFALG00000012788
chrN00002:clu_782_-	NA
chrN00002:clu_783_-	ENSFALG00000027311
chrN00002:clu_784_-	ENSFALG00000027311
chrN00002:clu_786_-	ENSFALG00000012856
chrN00002:clu_788_-	ENSFALG00000012864
chrN00002:clu_792_-	ENSFALG00000012951
chrN00002:clu_793_-	NA
chrN00002:clu_794_-	NA
chrN00002:clu_795_-	NA
chrN00002:clu_796_-	NA
chrN00002:clu_797_-	NA
chrN00002:clu_798_-	NA
chrN00002:clu_800_-	ENSFALG00000013195
chrN00002:clu_802_-	ENSFALG00000013218
chrN00002:clu_804_-	ENSFALG00000013218
chrN00002:clu_805_-	ENSFALG00000026744
chrN00002:clu_806_-	NA
chrN00002:clu_807_-	ENSFALG00000013243
chrN00002:clu_808_-	NA
chrN00002:clu_809_-	ENSFALG00000028031
chrN00002:clu_810_-	NA
chrN00002:clu_812_-	ENSFALG00000026531
chrN00002:clu_819_-	ENSFALG00000013385
chrN00002:clu_820_-	ENSFALG00000013385
chrN00002:clu_821_-	ENSFALG00000013401
chrN00002:clu_822_-	ENSFALG00000013401
chrN00002:clu_823_-	ENSFALG00000013403
chrN00002:clu_827_-	ENSFALG00000013422
chrN00002:clu_828_-	ENSFALG00000013422
chrN00002:clu_832_-	NA
chrN00002:clu_833_-	ENSFALG00000013439
chrN00002:clu_837_-	NA
chrN00002:clu_838_-	ENSFALG00000024760
chrN00002:clu_840_+	ENSFALG00000009821
chrN00002:clu_841_+	ENSFALG00000009821
chrN00002:clu_842_+	ENSFALG00000009821
chrN00002:clu_844_+	ENSFALG00000009821
chrN00002:clu_847_+	ENSFALG00000009828
chrN00002:clu_852_+	ENSFALG00000009882
chrN00002:clu_853_+	ENSFALG00000009882
chrN00002:clu_855_+	ENSFALG00000009882
chrN00002:clu_859_+	ENSFALG00000009938
chrN00002:clu_864_+	NA
chrN00002:clu_865_+	NA
chrN00002:clu_866_+	NA
chrN00002:clu_868_+	ENSFALG00000010013
chrN00002:clu_869_+	ENSFALG00000010013
chrN00002:clu_870_+	ENSFALG00000010025
chrN00002:clu_871_+	ENSFALG00000010025
chrN00002:clu_876_+	ENSFALG00000010112
chrN00002:clu_877_+	ENSFALG00000010127
chrN00002:clu_881_+	ENSFALG00000010140
chrN00002:clu_885_+	ENSFALG00000010230
chrN00002:clu_887_+	NA
chrN00002:clu_888_+	ENSFALG00000010223
chrN00002:clu_891_+	ENSFALG00000010237
chrN00002:clu_892_+	ENSFALG00000010251
chrN00002:clu_894_+	ENSFALG00000010251
chrN00002:clu_895_+	NA
chrN00002:clu_896_+	NA
chrN00002:clu_897_+	NA
chrN00002:clu_898_+	ENSFALG00000010328
chrN00002:clu_899_+	ENSFALG00000010328
chrN00002:clu_903_+	ENSFALG00000010328
chrN00002:clu_907_+	ENSFALG00000010390
chrN00002:clu_908_+	NA
chrN00002:clu_909_+	NA
chrN00002:clu_910_+	NA
chrN00002:clu_911_+	ENSFALG00000010415
chrN00002:clu_912_+	ENSFALG00000010415
chrN00002:clu_913_+	ENSFALG00000010415
chrN00002:clu_915_+	ENSFALG00000010415
chrN00002:clu_916_+	ENSFALG00000010415
chrN00002:clu_919_+	ENSFALG00000010449
chrN00002:clu_923_+	ENSFALG00000010449
chrN00002:clu_926_+	ENSFALG00000028909
chrN00002:clu_927_+	ENSFALG00000010498
chrN00002:clu_928_+	ENSFALG00000010498
chrN00002:clu_929_+	ENSFALG00000010517
chrN00002:clu_930_+	ENSFALG00000010517
chrN00002:clu_931_+	ENSFALG00000010517
chrN00002:clu_932_+	ENSFALG00000010517
chrN00002:clu_936_+	NA
chrN00002:clu_937_+	ENSFALG00000028693
chrN00002:clu_938_+	ENSFALG00000028693
chrN00002:clu_939_+	ENSFALG00000028693
chrN00002:clu_940_+	ENSFALG00000023606
chrN00002:clu_943_+	NA
chrN00002:clu_946_+	ENSFALG00000010717
chrN00002:clu_949_+	ENSFALG00000010728
chrN00002:clu_953_+	ENSFALG00000010728
chrN00002:clu_958_+	ENSFALG00000027146
chrN00002:clu_959_+	ENSFALG00000027146
chrN00002:clu_960_+	NA
chrN00002:clu_961_+	NA
chrN00002:clu_963_+	ENSFALG00000010808
chrN00002:clu_964_+	ENSFALG00000010808
chrN00002:clu_965_+	NA
